Restaurant ID,Restaurant Name,City,Address,Locality Verbose,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has Table booking,Has Online delivery,Price_range,Aggregate_rating,Rating text,Votes
1534,Wood Box Cafe,New Delhi,"1, DDA Market, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2047986,28.6943941,"Cafe, Fast Food, Italian, Chinese",650,1,1,2,3.8,Good,1970
1535,Sagar Ratna,New Delhi,"Gate 2, GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2077758,28.6979196,"South Indian, North Indian, Chinese",600,0,1,2,2.4,Poor,147
1536,Slice of Italy,New Delhi,"2515, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2040764,28.6955728,"Italian, Pizza, Bakery",700,0,1,2,2.4,Poor,148
1537,Bakar The Cafe,New Delhi,"G-24, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2031499,28.6951306,Cafe,400,0,0,1,4.1,Very Good,111
1538,Indus Flavour,New Delhi,"251No, Ground Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2029696,28.6956238,"North Indian, Chinese, Cafe",700,1,1,2,4.1,Very Good,1384
1539,Raw Creams,New Delhi,"25No9, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2043172,28.6958424,"Ice Cream, Desserts, Beverages",250,0,1,1,4.3,Very Good,156
1540,Ricos,New Delhi,"2526, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2041921,28.6948159,"Cafe, Mexican, American, Italian, Lebanese, Continental",900,0,0,2,4.3,Very Good,4085
1541,The Hudson Cafe,New Delhi,"2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2043172,28.6949468,"Cafe, Italian, Continental, Chinese",850,0,1,2,4.4,Very Good,1537
1542,YOLO 21,New Delhi,"2522, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi","Delhi University-GTB Nagar, New Delhi",77.2042723,28.6950768,"Cafe, Italian, Continental",700,1,0,2,4.2,Very Good,1526
1543,Assam Food Stall,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2063385,28.5730696,"Assamese, Chinese",400,0,0,1,2.8,Average,45
1544,Darbar E Awadh,New Delhi,"Stall 7, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2069673,28.5733089,"North Indian, Mughlai",750,0,0,2,3.2,Average,26
1545,Hotel Tamil Nadu,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2063385,28.57298,South Indian,350,0,0,1,3.1,Average,13
1546,Incrivel Goa,New Delhi,"21, Dilli Haat, Opposite INA Market, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2062293,28.5731135,Goan,700,0,1,2,2.5,Average,29
1547,Lakshadweep,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2071919,28.5733751,"North Indian, Chinese, South Indian",200,0,0,1,2.8,Average,11
1548,Odisha,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2067876,28.5736502,Oriya,450,0,0,1,3.1,Average,52
1549,Rajasthan Food Stall No. 1,New Delhi,"Stall 9, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2065181,28.5733557,"Rajasthani, North Indian",400,0,0,1,3.4,Average,69
1550,Shillong View,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.207032,28.573381,Chinese,350,0,0,1,3,Average,36
1551,Wazwan,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2070571,28.5734071,Kashmiri,700,0,0,2,3.1,Average,44
1552,Zayaka,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2072657,28.5733139,"Chinese, North Indian, Fast Food",450,0,0,1,2.8,Average,8
1553,Bihar ki Rasoi,New Delhi,"Stall 14, Dilli Haat, Near INA Market, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2065181,28.5733557,Bihari,500,0,0,2,3.5,Good,28
1554,Bijoli Grill,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2063385,28.57298,"Bengali, North Indian, Chinese",800,0,0,2,3.7,Good,182
1555,Maharashtra Food Stall,New Delhi,"Stall 2No & 4, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2062936,28.5731102,Maharashtrian,350,0,0,1,3.6,Good,93
1556,Manipur Food Stall,New Delhi,"12, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2065181,28.5733557,"Chinese, Fast Food",450,0,0,1,3.6,Good,72
1557,Momo Mia,New Delhi,"Stall 6, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2069673,28.5733089,Chinese,400,0,0,1,3.8,Good,152
1558,Mother Dairy Ice Cream,New Delhi,"24, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2063385,28.5730696,"Desserts, Ice Cream, North Indian",250,0,0,1,3.5,Good,19
1559,Nagaland,New Delhi,"Stall 19, Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2062457,28.573123,"Chinese, Naga",800,1,0,2,3.7,Good,143
1560,Navdanya Organic Food Cafe,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2062671,28.5731173,North Indian,450,0,0,1,3.5,Good,24
1561,Tashi Delek Food Stall,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2066529,28.5733237,"Chinese, Tibetan",400,0,0,1,3.5,Good,30
1562,Punjabi Rasoi,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA, New Delhi",77.2062599,28.5731266,North Indian,700,0,0,2,2.3,Poor,30
1563,Aggarwal Bikaner Sweets,New Delhi,"B-35/G-2, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3263341,28.6840941,"Mithai, Street Food",350,0,0,1,3,Average,9
1564,Angels Kitchen,New Delhi,"Shop 5, 6, & 7, S Block, Som Bazar Road, Shalimar Garden, DLF Dilshad Extension ll, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.32792842,28.69405251,"North Indian, Mughlai, Chinese",500,0,0,2,3.2,Average,10
1565,Bedi's Kabab Corner,New Delhi,"Pocket B, Plot 178, Opposite Arwachin School, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3153088,28.6793527,"Mughlai, North Indian",500,0,0,2,3.2,Average,15
1566,Bravo Diet Food and Nutrition,New Delhi,"17/A-4, O Block, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3228257,28.6880418,Healthy Food,300,0,0,1,3,Average,7
1567,Chacha Chicken,New Delhi,"N 8/A 3, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3243611,28.6866525,North Indian,600,0,0,2,2.8,Average,9
1568,Chao Cart,New Delhi,"Near Pocket A, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3133238,28.6812709,"Chinese, Fast Food",350,0,0,1,3.3,Average,32
1569,Chimney,New Delhi,"LIG Flats, G.T.B. Enclave, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.31063947,28.68787472,North Indian,400,0,0,1,2.9,Average,4
1570,Chutneez Ishtyle Bar and Dining,New Delhi,"1No8, 1st Floor, Metro Station Complex, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3216767,28.6758998,"North Indian, Chinese, Mughlai",1200,1,1,3,3.3,Average,56
1571,Deep Chicken Point,New Delhi,"Near Radha Krishna Mandir, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3138803,28.6785183,North Indian,600,0,0,2,3,Average,16
1572,DomiNo's Pizza,New Delhi,"Shop G2, Ground Floor, Metro Station, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3219584,28.6760676,"Pizza, Fast Food",700,0,0,2,3.3,Average,87
1573,Govind Dhaba,New Delhi,"H4, H Pocket, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3187967,28.681041,North Indian,200,0,0,1,3.4,Average,39
1574,Huddle Cafe,New Delhi,"G-9, Satyam Plaza, Chetak Complex, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3165977,28.680441,"Fast Food, Beverages",250,0,0,1,3.4,Average,23
1575,Kovilakam,New Delhi,"F-1/LG-2, Mrignaini Chowk, Dilshad Colony, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3265239,28.6840123,"South Indian, North Indian",400,0,0,1,3.2,Average,11
1576,Mathur's Kitchen,New Delhi,"Shop 1-2, Pocket F, GTB Enclave, DDA Market, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3141201,28.6843495,North Indian,450,0,1,1,2.6,Average,15
1577,McDonald's,New Delhi,"G-2A, Ground Floor, Commercial Unit, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3218233,28.6760146,"Fast Food, Burger",500,0,1,2,3.3,Average,65
1578,New South Indian Hut,New Delhi,"L 98, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3235369,28.6827502,South Indian,300,0,0,1,3.1,Average,7
1579,Night Bite,New Delhi,"Pocket D, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.31573399,28.68331488,"North Indian, Chinese, Continental",500,0,0,2,2.6,Average,14
1580,Pizza Station,New Delhi,"M3-A2, Near Mrignaini Chowk, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.32611515,28.68426375,"Pizza, Fast Food",300,0,0,1,3,Average,7
1581,Pummy Restaurant,New Delhi,"L-3, Near MTNL Office, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3212477,28.6815286,"North Indian, South Indian",500,0,0,2,2.7,Average,14
1582,Republic of Chicken,New Delhi,"Shop 2, D/51, Main Road, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3237521,28.6877871,"Raw Meats, Fast Food",400,0,0,1,3,Average,4
1583,Salt N' Pepper,New Delhi,"69-A, Pocket B, Main GTB Road, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3138452,28.6803927,"North Indian, Chinese",500,0,1,2,2.7,Average,177
1584,Shahi Zaikaa,New Delhi,"F-1/F-1, Mrignayani Chowk, Dilshad Colony, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3263201,28.6839708,"North Indian, Mughlai",800,0,0,2,3,Average,6
1585,Shubham,New Delhi,"41/1, Car Market, Near Gurudwara, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3149321,28.6780803,"Fast Food, North Indian, South Indian, Chinese",350,0,0,1,2.7,Average,39
1586,South Indian Corner,New Delhi,"Shop H-74 A, Mangal Bazaar Road, Near Kiran Dairy, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3203722,28.6817639,South Indian,200,0,0,1,3.3,Average,27
1587,Sultan Food,New Delhi,"4NoNo A, J & K Pocket, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3225314,28.6818859,Mughlai,300,0,1,1,3.1,Average,14
1588,Uncle Bakery,New Delhi,"196, Pocket F, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3175002,28.6804166,"Bakery, Fast Food",100,0,0,1,3.1,Average,15
1589,Urban Chopstick,New Delhi,"B-1,G-3 shop be 2, B Block, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3135599,28.6781679,Chinese,400,0,1,1,2.6,Average,50
1590,Urban Kabab,New Delhi,"488-1/2, R Block, Chowk Market, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3130113,28.6784414,"North Indian, Chinese",600,0,1,2,3.1,Average,97
1591,Urban Punjab,New Delhi,"B & E Market, Opposite Mother Dairy, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3172671,28.6805428,"North Indian, Chinese",600,0,0,2,3.2,Average,103
1592,Haldiram's,New Delhi,"G-3, Inside Dilshad Garden Metro Station, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.3220465,28.6755738,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,0,0,2,3.5,Good,88
1593,Pizza Hut Delivery,New Delhi,"Shop 5-A, Dilashad Garden Metro Station, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.32103,28.6759651,"Italian, Pizza, Fast Food",800,0,1,2,3.6,Good,107
1594,Slice of Italy,New Delhi,"39, Block B, Local Shopping Centre, Dilshad Garden, New Delhi","Dilshad Garden, New Delhi",77.30849136,28.67810565,"Italian, Pizza, Bakery",700,0,1,2,2.3,Poor,57
1595,Bemisaal,New Delhi,"G-6, Janak Place, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0800517,28.6301104,"North Indian, Chinese",800,1,1,2,3.4,Average,122
1596,Grillz,New Delhi,"G3A, Ground Floor, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0813721,28.6301427,Fast Food,500,0,1,2,2.5,Average,85
1597,Tandoor Ka Zaika,New Delhi,"Shop 18, DDA Market AG1, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0807745,28.6301924,"North Indian, Chinese, Fast Food",400,0,0,1,2.6,Average,55
1598,The Barley House,New Delhi,"G14, Jaina Tower, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0815256,28.6298202,"Mexican, North Indian, European, Chinese, Italian",1200,1,1,3,3.4,Average,35
1599,Muffins,New Delhi,"G-15, District Center, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0813133,28.6305419,"Bakery, Fast Food",300,0,0,1,3.5,Good,56
1600,Dilli Darbar,New Delhi,"F 2No, UGF District Centre, Janakpuri, New Delhi","District Centre, Janakpuri, New Delhi",77.0818722,28.6300877,"North Indian, Chinese",1200,1,0,3,2.3,Poor,118
1601,Cafe Coffee Day,New Delhi,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh, New Delhi",77.1582677,28.7029361,Cafe,450,0,0,1,3,Average,29
1602,DomiNo's Pizza,New Delhi,"FC 1, 3rd Floor, Food Court, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh, New Delhi",77.1581778,28.7030171,"Pizza, Fast Food",700,0,0,2,3,Average,63
1603,Kings Kulfi,New Delhi,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh, New Delhi",77.1582677,28.7029361,Ice Cream,150,0,0,1,3.3,Average,14
1604,McDonald's,New Delhi,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh, New Delhi",77.1581925,28.7029534,"Fast Food, Burger",500,0,0,2,3.6,Good,62
1605,Cafe E,New Delhi,"151, Ground Floor, DLF Emporio Mall, Nelson Mandela Marg, Vasant Kunj, New Delhi","DLF Emporio Mall, Vasant Kunj, New Delhi",77.15665989,28.54283324,"Cafe, Continental",1600,0,0,3,3.5,Good,83
1606,Cha-Shi,New Delhi,"Ground Floor, DLF Emporio Mall, Nelson Mandela Marg, Vasant Kunj, New Delhi","DLF Emporio Mall, Vasant Kunj, New Delhi",77.15718493,28.54370415,"Thai, Chinese, Asian, Malaysian",1500,1,0,3,3.8,Good,118
1607,Habibi,New Delhi,"DLF Place Mall, Opposite Hilton Garden Hotel, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.2170282,28.527655,"Middle Eastern, Mediterranean, North Indian",1800,1,1,3,3.1,Average,134
1608,Tikka Town,New Delhi,"Food Court, 3rd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21589714,28.52890209,North Indian,550,0,0,2,2.8,Average,138
1609,47NoNoBC Popcorn,New Delhi,"Ground Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.2166406,28.5281701,Fast Food,400,0,1,1,3.8,Good,152
1610,Al Zaitoon,New Delhi,"Food Court, FC-2/A, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21593738,28.52888088,"Lebanese, Mediterranean, Arabian",850,0,1,2,3.5,Good,246
1611,Dunkin' Donuts,New Delhi,"3No9, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21688252,28.52822812,"Burger, Desserts, Fast Food",600,0,0,2,3.8,Good,426
1612,Foodhall,New Delhi,"Level 1, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21723221,28.52766814,"Bakery, Italian, Chinese, Mexican",700,0,0,2,3.9,Good,71
1613,Haldiram's,New Delhi,"FD-12, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21655529,28.52844757,"Street Food, North Indian, South Indian, Chinese, Mithai",350,0,0,1,3.7,Good,229
1614,TGI Friday's,New Delhi,"314-316, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21612245,28.52857924,"American, Tex-Mex",2500,1,1,4,3.7,Good,984
1615,The Beer Cafe,New Delhi,"3NoNo, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21922308,28.53230279,"Finger Food, North Indian, Italian",1200,0,0,3,3.5,Good,295
1616,Big Chill,New Delhi,"DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21779615,28.52817627,"Italian, Continental, European, Cafe",1500,0,0,3,4.4,Very Good,2777
1617,Cinnabon,New Delhi,"GFK 4A, Ground Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21694253,28.52799453,"Desserts, Cafe",400,0,1,1,4.1,Very Good,397
1618,RollsKing,New Delhi,"15, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket, New Delhi",77.21593738,28.52888088,Fast Food,400,0,0,1,4.1,Very Good,71
1619,Tikka Town,New Delhi,"Food Court, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.1555539,28.5429069,North Indian,550,0,0,2,3.2,Average,118
1620,Cafe Brown Sugar,New Delhi,"Food Court, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15549883,28.54273752,Fast Food,750,0,1,2,3.6,Good,161
1621,Chaayos,New Delhi,"Shop 3No1-B, 2nd Floor, DLF Promenade, Nelson Mandela Road, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15574123,28.54284148,"Cafe, Tea",400,0,0,1,3.9,Good,91
1622,Cinnabon,New Delhi,"Ground Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15598,28.542494,"Desserts, Cafe",400,0,1,1,3.9,Good,360
1623,Foodhall,New Delhi,"1st Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15693682,28.54270924,"Bakery, Italian, Chinese, Mexican",700,0,0,2,3.7,Good,69
1624,Haldiram's,New Delhi,"Food Court, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.1553105,28.5427394,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,0,0,2,3.7,Good,134
1625,Keventers,New Delhi,"Food Court, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15570837,28.5427387,Beverages,400,0,0,1,3.8,Good,154
1626,Krispy Kreme,New Delhi,"Ground Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15590451,28.54268656,"Desserts, Beverages",350,0,1,1,3.9,Good,98
1627,L'Opera,New Delhi,"2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15617541,28.54235257,"Bakery, Desserts, Fast Food",400,0,1,1,3.8,Good,159
1628,Mad Over Donuts,New Delhi,"2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15601213,28.54260469,Desserts,450,0,1,1,3.7,Good,169
1629,Starbucks,New Delhi,"254-256, 1st Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15557222,28.54234722,Cafe,700,0,0,2,3.9,Good,109
1630,The Beer Cafe,New Delhi,"2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15613484,28.54260027,"Finger Food, North Indian, Italian",1250,0,0,3,3.8,Good,170
1631,Ooh Lala !,New Delhi,"Food Court, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi","DLF Promenade Mall, Vasant Kunj, New Delhi",77.15556856,28.54264798,"American, Fast Food, Desserts",500,0,0,2,4,Very Good,154
1632,DomiNo's Pizza,New Delhi,"1No2-A, 1st Floor, DLF South Square Mall, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.194929,28.576014,"Pizza, Fast Food",700,0,0,2,2.7,Average,59
1633,Flaming Wok,New Delhi,"Shop 1No4, 1st Floor, DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.1951986,28.5762189,"Chinese, Seafood",1500,1,1,3,2.7,Average,112
1634,Frontier,New Delhi,"3No, DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.194929,28.5761036,Bakery,200,0,0,1,3,Average,11
1635,Haldiram's,New Delhi,"DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.1951986,28.5763982,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",300,0,0,1,3.6,Good,195
1636,McDonald's,New Delhi,"34, 1No2B, 1No9 & 11No, Ground/1st Floor, Multilevel Parking Cum Commercial Complex (MLCP), DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.194929,28.576014,"Fast Food, Burger",500,0,1,2,3.5,Good,100
1637,Subway,New Delhi,"1No7 & 1No8, 1st Floor, DLF South Square, Multilevel Parking Complex, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar, New Delhi",77.1951986,28.5762189,"American, Fast Food, Salad, Healthy Food",500,0,1,2,2.4,Poor,65
1638,Twenty Four Seven,New Delhi,"Near Petrol Pump, Sundar Nagar, Dr. Zakir Hussain Marg, New Delhi","Dr. Zakir Hussain Marg, New Delhi",77.2374755,28.6021693,"Fast Food, North Indian",300,0,0,1,2.9,Average,7
1639,Wah Ji Wah,New Delhi,"E-6, Jyoti Colony, 1NoNo Feet Road, Durga Puri, New Delhi","Durga Puri, New Delhi",0,0,North Indian,350,0,0,1,2.9,Average,8
1640,Aggarwal Sweets,New Delhi,"2, C Block Market, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25664444,28.55948889,Mithai,100,0,0,1,2.7,Average,10
1641,Al-Malik,New Delhi,"187-A, G K House, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25142501,28.55597567,"North Indian, Mughlai, Chinese",600,0,0,2,3.2,Average,21
1642,Bikaner Sweets,New Delhi,"1, Sai Plaza, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25097778,28.55600833,"Street Food, South Indian, Mithai",200,0,0,1,2.8,Average,13
1643,Cafe Coffee Day,New Delhi,"6, Ground Floor Northside, Community Center, East of Kailash, New Delhi","East of Kailash, New Delhi",77.245962,28.558244,Cafe,450,0,0,1,2.7,Average,24
1644,Delhi Rasoi,New Delhi,"15, Community Center, Ground Floor, East of Kailash, New Delhi","East of Kailash, New Delhi",77.24570923,28.55801293,"North Indian, Chinese, South Indian",500,0,0,2,3.3,Average,19
1645,Food Land,New Delhi,"252-H, Kailash Plazza, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25065019,28.55561316,"North Indian, Chinese",300,0,1,1,3.2,Average,16
1646,Froshier Fruits,New Delhi,"B 142/1, B Block, East of Kailash, New Delhi","East of Kailash, New Delhi",0,0,Healthy Food,100,0,0,1,3,Average,7
1647,Govinda's Confectionery,New Delhi,"Iskcon Temple Complex, Main Road, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25350372,28.5564445,Bakery,150,0,0,1,3.1,Average,12
1648,Halka Fulka,New Delhi,"382, White House, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.251334,28.555408,Fast Food,400,0,1,1,3.1,Average,11
1649,Hasty Tasty,New Delhi,"C Block Market, East of Kailash, New Delhi","East of Kailash, New Delhi",77.256582,28.559209,Chinese,300,0,0,1,2.8,Average,12
1650,Ikreate,New Delhi,"2No6 D, Ground Floor, Prakash Mohalla, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2540139,28.5618466,Bakery,400,0,0,1,3.1,Average,9
1651,Khan's Dilli-6 Biryani,New Delhi,"East of Kailash, New Delhi","East of Kailash, New Delhi",77.24476,28.562469,"Biryani, Mughlai",500,0,0,2,3,Average,19
1652,Kolkata Hot Kathi Roll,New Delhi,"285, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.24970538,28.55546709,North Indian,250,0,0,1,2.7,Average,21
1653,Kowloon Express,New Delhi,"Shop 11/12, DDA Market, Mount Kailash, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2474937,28.5532108,"North Indian, Italian, Chinese, Fast Food",400,0,1,1,3.4,Average,17
1654,LaDiDa,New Delhi,"1st Floor, D-123, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2460754,28.5573496,"Bakery, Desserts",500,0,0,2,3.2,Average,14
1655,Litti.In,New Delhi,"Shop 9, D Block, DDA Market, Near HDFC Bank, East of Kailash, New Delhi","East of Kailash, New Delhi",77.248986,28.556008,Bihari,300,0,1,1,2.8,Average,4
1656,Mughals Rasoi,New Delhi,"227-B, Sant Nagar, East of Kailash, New Delhi","East of Kailash, New Delhi",77.24965878,28.55559431,"North Indian, Mughlai, Chinese",700,0,1,2,3.2,Average,38
1657,Naagar Foods,New Delhi,"D-88, Amrit Puri B, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2534918,28.5566725,North Indian,200,0,0,1,3.1,Average,17
1658,Novelty Chicken Corner,New Delhi,"28, C Block Market, East of Kailash, New Delhi","East of Kailash, New Delhi",77.25683268,28.55942527,"North Indian, Mughlai",650,0,1,2,3.3,Average,61
1659,Raju Vaishnav Dhaba,New Delhi,"1, DDA Market, Garhi, Opposite ISCON Temple, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2515556,28.55691625,"North Indian, South Indian",350,0,0,1,3.2,Average,19
1660,Republic of Chicken,New Delhi,"Shop 8, Mount Kailash Market, East of Kailash, New Delhi","East of Kailash, New Delhi",77.2475416,28.5530398,"Raw Meats, Fast Food",400,0,0,1,2.9,Average,4
